projectName,address,unitSold,area,typeOfArea,transactedPrice,unitPricePSM,unitPricePSF,saleDate,propertyType,tenure,completionDate,typeOfSale,purchaserAddressIndicator,postalDistrict,postalSector,postalCode,planningRegion,planningArea
KERRISDALE,32 Sturdee Road  #30-11 ,1,236,Strata,2500000,10593,984,27-Jan-14,Condominium,99 Yrs From 02/04/1998,2005,Resale,Private,8,20,207853,Central Region,Kallang
KERRISDALE,32 Sturdee Road  #19-09 ,1,119,Strata,1438888,12091,1123,7-Mar-14,Condominium,99 Yrs From 02/04/1998,2005,Resale,Private,8,20,207853,Central Region,Kallang
KERRISDALE,32 Sturdee Road  #28-07 ,1,117,Strata,1450000,12393,1151,25-Mar-14,Condominium,99 Yrs From 02/04/1998,2005,Resale,HDB,8,20,207853,Central Region,Kallang
KERRISDALE,32 Sturdee Road  #16-07 ,1,117,Strata,1398000,11949,1110,5-Sep-14,Condominium,99 Yrs From 02/04/1998,2005,Resale,HDB,8,20,207853,Central Region,Kallang
KERRISDALE,32 Sturdee Road  #14-08 ,1,118,Strata,1400000,11864,1102,27-Oct-14,Condominium,99 Yrs From 02/04/1998,2005,Resale,HDB,8,20,207853,Central Region,Kallang
KERRISDALE,32 Sturdee Road  #21-07 ,1,117,Strata,1300000,11111,1032,24-Nov-14,Condominium,99 Yrs From 02/04/1998,2005,Resale,HDB,8,20,207853,Central Region,Kallang
KERRISDALE,36 Sturdee Road  #17-15 ,1,92,Strata,1180000,12826,1192,23-Jun-14,Condominium,99 Yrs From 02/04/1998,2005,Resale,HDB,8,20,207855,Central Region,Kallang
LE SOMME,60 Somme Road  #04-02 ,1,48,Strata,810000,16875,1568,5-May-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,207876,Central Region,Kallang
LE SOMME,60 Somme Road  #02-05 ,1,47,Strata,725000,15426,1433,29-Dec-14,Apartment,Freehold,2014,New Sale,HDB,8,20,207876,Central Region,Kallang
PARC SOMME,62 Somme Road  #05-06 ,1,51,Strata,780000,15294,1421,21-May-14,Apartment,99 Yrs From 06/05/2008,2012,Resale,Private,8,20,207877,Central Region,Kallang
PARC SOMME,62 Somme Road  #03-01 ,1,54,Strata,787000,14574,1354,26-Jun-14,Apartment,99 Yrs From 06/05/2008,2012,Resale,HDB,8,20,207877,Central Region,Kallang
PARC SOMME,62 Somme Road  #05-02 ,1,33,Strata,600000,18182,1689,19-Nov-14,Apartment,99 Yrs From 06/05/2008,2012,Resale,HDB,8,20,207877,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #03-01 ,1,62,Strata,1037800,16739,1555,6-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #03-07 ,1,36,Strata,693700,19269,1790,8-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #04-09 ,1,61,Strata,1027600,16846,1565,15-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #04-05 ,1,40,Strata,755700,18893,1755,15-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #03-05 ,1,40,Strata,749200,18730,1740,18-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #04-03 ,1,85,Strata,1372500,16147,1500,19-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #06-10 ,1,60,Strata,1023700,17062,1585,20-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #03-03 ,1,85,Strata,1363300,16039,1490,20-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #05-07 ,1,36,Strata,705300,19592,1820,21-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #04-08 ,1,67,Strata,1157600,17278,1605,21-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #03-09 ,1,61,Strata,1021100,16739,1555,21-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #06-08 ,1,67,Strata,1172000,17493,1625,22-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #03-10 ,1,60,Strata,1004300,16738,1555,22-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #06-02 ,1,68,Strata,1185800,17438,1620,25-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #05-10 ,1,60,Strata,1017200,16953,1575,25-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #02-09 ,1,67,Strata,1087600,16233,1508,26-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #05-03 ,1,85,Strata,1381600,16254,1510,26-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #05-05 ,1,40,Strata,762100,19053,1770,27-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #06-09 ,1,61,Strata,1040800,17062,1585,27-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #03-08 ,1,67,Strata,1150000,17164,1595,2-Sep-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #03-02 ,1,68,Strata,1167500,17169,1595,9-Sep-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #05-01 ,1,62,Strata,1051200,16955,1575,10-Sep-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #05-08 ,1,67,Strata,1163800,17370,1614,11-Sep-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #04-02 ,1,68,Strata,1170000,17206,1598,17-Sep-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #03-04 ,1,62,Strata,1037800,16739,1555,17-Sep-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #05-04 ,1,62,Strata,1050500,16944,1574,25-Sep-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #04-01 ,1,62,Strata,1044380,16845,1565,21-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #03-11 ,1,67,Strata,1150000,17164,1595,23-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #04-04 ,1,62,Strata,1044500,16847,1565,5-Nov-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #06-04 ,1,62,Strata,1067100,17211,1599,6-Nov-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #06-06 ,1,62,Strata,1057800,17061,1585,10-Nov-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,20,208380,Central Region,Kallang
THE CITRON RESIDENCES,1 Marne Road  #02-06 ,1,62,Strata,1072344,17296,1607,12-Dec-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,20,208380,Central Region,Kallang
STUDIOS @ MARNE,2 Marne Road  #02-04 ,1,48,Strata,780000,16250,1510,7-Nov-14,Apartment,Freehold,2010,Resale,HDB,8,20,208393,Central Region,Kallang
CITYLIGHTS,86 Jellicoe Road  #08-18 ,1,83,Strata,1290000,15542,1444,28-Jan-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,Private,8,20,208745,Central Region,Kallang
CITYLIGHTS,86 Jellicoe Road  #17-17 ,1,64,Strata,1160000,18125,1684,31-Mar-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,HDB,8,20,208745,Central Region,Kallang
CITYLIGHTS,86 Jellicoe Road  #12-17 ,1,64,Strata,1050000,16406,1524,19-May-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,Private,8,20,208745,Central Region,Kallang
CITYLIGHTS,86 Jellicoe Road  #09-17 ,1,64,Strata,1070000,16719,1553,11-Jun-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,Private,8,20,208745,Central Region,Kallang
CITYLIGHTS,88 Jellicoe Road  #30-26 ,1,63,Strata,1150000,18254,1696,21-Jan-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,HDB,8,20,208747,Central Region,Kallang
CITYLIGHTS,88 Jellicoe Road  #15-22 ,1,63,Strata,1075000,17063,1585,28-May-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,Private,8,20,208747,Central Region,Kallang
CITYLIGHTS,88 Jellicoe Road  #13-25 ,1,83,Strata,1333000,16060,1492,14-Jul-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,HDB,8,20,208747,Central Region,Kallang
CITYLIGHTS,88 Jellicoe Road  #18-24 ,1,55,Strata,940000,17091,1588,12-Sep-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,Private,8,20,208747,Central Region,Kallang
CITYLIGHTS,88 Jellicoe Road  #22-23 ,1,86,Strata,1430000,16628,1545,27-Nov-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,Private,8,20,208747,Central Region,Kallang
CITYLIGHTS,90 Jellicoe Road  #20-30 ,1,83,Strata,1390000,16747,1556,10-Feb-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,HDB,8,20,208749,Central Region,Kallang
CITYLIGHTS,90 Jellicoe Road  #34-31 ,1,63,Strata,1175000,18651,1733,2-Jul-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,HDB,8,20,208749,Central Region,Kallang
CITYLIGHTS,90 Jellicoe Road  #10-28 ,1,81,Strata,1300000,16049,1491,16-Oct-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,HDB,8,20,208749,Central Region,Kallang
CITYLIGHTS,80 Jellicoe Road  #07-04 ,1,126,Strata,1730000,13730,1276,22-Apr-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,HDB,8,20,208766,Central Region,Kallang
CITYLIGHTS,80 Jellicoe Road  #13-03 ,1,126,Strata,1800000,14286,1327,17-Nov-14,Condominium,99 Yrs From 05/01/2004,2007,Resale,Private,8,20,208766,Central Region,Kallang
N.A.,18B Flanders Square ,1,95,Strata,820000,8632,802,24-Jan-14,Apartment,Freehold,Unknown,Resale,Private,8,20,209304,Central Region,Kallang
N.A.,26A Flanders Square ,1,95,Strata,1000000,10526,978,10-Jan-14,Apartment,Freehold,Unknown,Resale,HDB,8,20,209308,Central Region,Kallang
CAVAN SUITES,11 Cavan Road  #05-13 ,1,30,Strata,668000,22267,2069,19-Aug-14,Apartment,Freehold,2012,Resale,HDB,8,20,209848,Central Region,Kallang
JOOL SUITES,2 Sing Joo Walk  #05-04 ,1,87,Strata,1180000,13563,1260,30-Sep-14,Apartment,Freehold,2013,New Sale,HDB,8,21,217811,Central Region,Kallang
JOOL SUITES,2 Sing Joo Walk  #05-06 ,1,58,Strata,970000,16724,1554,20-Nov-14,Apartment,Freehold,2013,New Sale,HDB,8,21,217811,Central Region,Kallang
N.A.,3 Sing Joo Walk ,1,140,Strata,1020000,7307,679,17-Apr-14,Apartment,Freehold,Unknown,Resale,HDB,8,21,217812,Central Region,Kallang
8 FARRER SUITES,8 Sing Joo Walk  #02-05 ,1,58,Strata,1060800,18290,1699,11-Mar-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,217820,Central Region,Kallang
8 FARRER SUITES,8 Sing Joo Walk  #02-02 ,1,60,Strata,1033600,17227,1600,23-May-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,217820,Central Region,Kallang
8 FARRER SUITES,8 Sing Joo Walk  #03-02 ,1,60,Strata,1080000,18000,1672,13-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,217820,Central Region,Kallang
N.A.,7 Roberts Lane ,1,92,Land,2850000,31114,2891,15-Sep-14,Terrace House,Freehold,Unknown,Resale,Private,8,21,218287,Central Region,Rochor
RANGOON 88,88 Rangoon Road  #05-14 ,1,62,Strata,950000,15298,1421,30-May-14,Apartment,Freehold,2014,New Sale,Private,8,21,218374,Central Region,Kallang
URBAN LOFTS,89 Rangoon Road  #02-03 ,1,40,Strata,618000,15450,1435,13-Feb-14,Apartment,Freehold,2010,Resale,Private,8,21,218375,Central Region,Kallang
URBAN LOFTS,89 Rangoon Road  #02-02 ,1,39,Strata,620000,15897,1477,8-May-14,Apartment,Freehold,2010,Resale,Private,8,21,218375,Central Region,Kallang
N.A.,152A Rangoon Road ,1,135,Strata,980000,7238,672,9-Apr-14,Apartment,9999 Yrs From 01/11/1960,Unknown,Resale,HDB,8,21,218429,Central Region,Kallang
RANGOON APARTMENTS,190 Rangoon Road  #03-02 ,1,135,Strata,1238000,9170,852,17-Mar-14,Apartment,Freehold,1996,Resale,Private,8,21,218447,Central Region,Kallang
N.A.,2 Rangoon Lane ,1,282,Land,3100000,10993,1021,3-Sep-14,Semi-Detached House,Freehold,Unknown,Resale,Private,8,21,218498,Central Region,Kallang
THE BLISS,128 Race Course Road  #05-01 ,1,62,Strata,925000,14919,1386,15-Aug-14,Apartment,Freehold,2013,New Sale,HDB,8,21,218586,Central Region,Rochor
THE BLISS,128 Race Course Road  #04-01 ,1,60,Strata,880000,14667,1363,18-Sep-14,Apartment,Freehold,2013,New Sale,Private,8,21,218586,Central Region,Rochor
RACE COURSE 138,138 Race Course Road  #03-05 ,1,134,Strata,1300000,9701,901,13-Nov-14,Apartment,Freehold,2002,Resale,Private,8,21,218591,Central Region,Rochor
RITZ @ FARRER,142 Race Course Road  #06-04 ,1,55,Strata,930000,16909,1571,10-Mar-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218593,Central Region,Rochor
RITZ @ FARRER,142 Race Course Road  #03-01 ,1,71,Strata,1157640,16305,1515,28-Mar-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218593,Central Region,Rochor
RITZ @ FARRER,142 Race Course Road  #05-03 ,1,68,Strata,1100000,16176,1503,3-Jun-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218593,Central Region,Rochor
RITZ @ FARRER,142 Race Course Road  #02-01 ,1,79,Strata,1291295,16346,1519,30-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218593,Central Region,Rochor
SOHO @ FARRER,172 Race Course Road  #05-01 ,1,41,Strata,700000,17073,1586,25-Sep-14,Apartment,Freehold,2005,Resale,Private,8,21,218605,Central Region,Rochor
CITY LOFT,363 Race Course Road  #02-02 ,1,32,Strata,613000,19156,1780,31-Mar-14,Apartment,Freehold,2012,Resale,Private,8,21,218636,Central Region,Kallang
CITY LOFT,363 Race Course Road  #04-05 ,1,39,Strata,635000,16282,1513,12-May-14,Apartment,Freehold,2012,Resale,HDB,8,21,218636,Central Region,Kallang
CITY LOFT,363 Race Course Road  #05-04 ,1,33,Strata,620000,18788,1745,12-Sep-14,Apartment,Freehold,2012,Resale,Private,8,21,218636,Central Region,Kallang
28 RC SUITES,28 Race Course Lane  #04-04 ,1,38,Strata,671957,17683,1643,10-Feb-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #04-05 ,1,38,Strata,671957,17683,1643,10-Feb-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #05-05 ,1,38,Strata,683074,17976,1670,10-Feb-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #03-03 ,1,38,Strata,692800,18232,1694,21-Mar-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #02-02 ,1,38,Strata,687100,18082,1680,14-Apr-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #04-03 ,1,38,Strata,694500,18276,1698,16-Apr-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #03-04 ,1,38,Strata,688000,18105,1682,29-May-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #03-06 ,1,41,Strata,720000,17561,1631,30-May-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #04-06 ,1,41,Strata,733000,17878,1661,23-Jun-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #02-03 ,1,38,Strata,687100,18082,1680,16-Jul-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #05-08 ,1,40,Strata,717100,17928,1666,18-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #04-01 ,1,40,Strata,703300,17583,1633,26-Aug-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #02-04 ,1,38,Strata,687100,18082,1680,27-Aug-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #04-09 ,1,40,Strata,698888,17472,1623,19-Sep-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #03-01 ,1,40,Strata,689600,17240,1602,23-Sep-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #02-07 ,1,56,Strata,838100,14966,1390,17-Oct-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #03-08 ,1,40,Strata,699888,17497,1626,27-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #06-09 ,1,40,Strata,722300,18058,1678,19-Nov-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,218746,Central Region,Rochor
28 RC SUITES,28 Race Course Lane  #02-09 ,1,54,Strata,802228,14856,1380,18-Dec-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,218746,Central Region,Rochor
KENTISH GREEN,20 Oxford Road  #05-21 ,1,100,Strata,1070000,10700,994,27-Jan-14,Apartment,99 Yrs From 01/03/1995,1999,Resale,Private,8,21,218815,Central Region,Kallang
KENTISH GREEN,20 Oxford Road  #04-04 ,1,123,Strata,1309770,10649,989,7-May-14,Apartment,99 Yrs From 01/03/1995,1999,Resale,Private,8,21,218815,Central Region,Kallang
KENTISH GREEN,20 Oxford Road  #06-11 ,1,100,Strata,920000,9200,855,21-Aug-14,Apartment,99 Yrs From 01/03/1995,1999,Resale,Private,8,21,218815,Central Region,Kallang
KENTISH GREEN,20 Oxford Road  #03-05 ,1,100,Strata,1050000,10500,975,2-Oct-14,Apartment,99 Yrs From 01/03/1995,1999,Resale,Private,8,21,218815,Central Region,Kallang
KENTISH COURT,33 Oxford Road  #02-12 ,1,101,Strata,1050000,10396,966,27-Jan-14,Apartment,99 Yrs From 01/03/1995,1999,Resale,Private,8,21,218816,Central Region,Kallang
KENTISH COURT,33 Oxford Road  #03-14 ,1,114,Strata,1200000,10526,978,24-Oct-14,Apartment,99 Yrs From 01/03/1995,1999,Resale,Private,8,21,218816,Central Region,Kallang
OXFORD SUITES,21 Oxford Road  #15-01 ,1,106,Strata,1650000,15566,1446,21-Feb-14,Apartment,Freehold,2010,Resale,HDB,8,21,218817,Central Region,Kallang
OXFORD SUITES,21 Oxford Road  #08-03 ,1,83,Strata,1200000,14458,1343,11-Aug-14,Apartment,Freehold,2010,Resale,Private,8,21,218817,Central Region,Kallang
OXFORD SUITES,21 Oxford Road  #16-03 ,1,83,Strata,1230000,14819,1377,18-Dec-14,Apartment,Freehold,2010,Resale,Private,8,21,218817,Central Region,Kallang
CLYDES RESIDENCE,78 Mergui Road  #09-02 ,1,53,Strata,880000,16604,1543,4-Feb-14,Apartment,Freehold,2005,Resale,HDB,8,21,219054,Central Region,Kallang
MERGUI MANSIONS,81 Mergui Road  #02-01 ,1,133,Strata,1260000,9474,880,30-May-14,Apartment,Freehold,1995,Resale,Private,8,21,219057,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #11-01 ,1,41,Strata,768600,18746,1742,25-Sep-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #08-01 ,1,41,Strata,757200,18468,1716,26-Sep-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #10-01 ,1,41,Strata,764800,18654,1733,29-Sep-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #12-01 ,1,41,Strata,772400,18839,1750,1-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #13-01 ,1,41,Strata,776200,18932,1759,3-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #08-06 ,1,41,Strata,779500,19012,1766,7-Oct-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #06-02 ,1,57,Strata,995400,17463,1622,8-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #07-01 ,1,41,Strata,753400,18376,1707,8-Oct-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #06-01 ,1,41,Strata,749600,18283,1699,8-Oct-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #12-06 ,1,41,Strata,794700,19383,1801,13-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #09-06 ,1,41,Strata,783300,19105,1775,14-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #07-02 ,1,57,Strata,1001100,17563,1632,14-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #18-01 ,1,58,Strata,1177100,20295,1885,17-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #08-02 ,1,57,Strata,1006800,17663,1641,23-Oct-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #06-04 ,1,56,Strata,987300,17630,1638,24-Oct-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #10-02 ,1,57,Strata,1018200,17863,1660,29-Oct-14,Apartment,Freehold,Uncompleted,New Sale,Private,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #10-06 ,1,41,Strata,787100,19198,1783,3-Nov-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
FORTE SUITES,88 Mergui Road  #24-01 ,1,114,Strata,1780000,15614,1451,10-Nov-14,Apartment,Freehold,Uncompleted,New Sale,HDB,8,21,219062,Central Region,Kallang
CITYSCAPE @FARRER PARK,101 Mergui Road  #13-03 ,1,100,Strata,1560500,15605,1450,31-Mar-14,Condominium,Freehold,Uncompleted,New Sale,HDB,8,21,219067,Central Region,Kallang
CITYSCAPE @FARRER PARK,101 Mergui Road  #21-03 ,1,100,Strata,1628000,16280,1512,14-Apr-14,Condominium,Freehold,Uncompleted,New Sale,Private,8,21,219067,Central Region,Kallang
CITYSCAPE @FARRER PARK,101 Mergui Road  #27-03 ,1,100,Strata,1687000,16870,1567,22-May-14,Condominium,Freehold,Uncompleted,New Sale,HDB,8,21,219067,Central Region,Kallang
CITYSCAPE @FARRER PARK,101 Mergui Road  #13-04 ,1,100,Strata,1545000,15450,1435,30-Jun-14,Condominium,Freehold,Uncompleted,New Sale,HDB,8,21,219067,Central Region,Kallang
CITYSCAPE @FARRER PARK,101 Mergui Road  #23-04 ,1,100,Strata,1630500,16305,1515,16-Sep-14,Condominium,Freehold,Uncompleted,New Sale,HDB,8,21,219067,Central Region,Kallang
KENG LEE VIEW,108 Keng Lee Road  #09-01 ,1,134,Strata,1400000,10448,971,3-Oct-14,Apartment,Freehold,1982,Resale,HDB,8,21,219268,Central Region,Kallang
THE URBANITE,29 Hertford Road  #04-06 ,1,45,Strata,840000,18667,1734,19-May-14,Apartment,Freehold,2014,New Sale,HDB,8,21,219384,Central Region,Kallang
VANADIUM,7 Hertford Road  #04-01 ,1,105,Strata,1400000,13333,1239,20-Oct-14,Apartment,Freehold,2007,Resale,Private,8,21,219405,Central Region,Kallang
VANADIUM,7 Hertford Road  #05-01 ,1,194,Strata,1770000,9124,848,5-Dec-14,Apartment,Freehold,2007,Resale,HDB,8,21,219405,Central Region,Kallang
VANADIUM,9 Hertford Road  #03-06 ,1,68,Strata,1065000,15662,1455,11-Mar-14,Apartment,Freehold,2007,Resale,HDB,8,21,219406,Central Region,Kallang
HERTFORD COLLECTION,40 Hertford Road  #02-01 ,1,125,Strata,2050000,16400,1524,16-Jun-14,Apartment,Freehold,2013,Resale,Private,8,21,219408,Central Region,Kallang
MERA SPRINGS,81 Carlisle Road  #18-02 ,1,114,Strata,1580000,13860,1288,18-Mar-14,Condominium,Freehold,2008,Resale,Private,8,21,219647,Central Region,Kallang
MERA SPRINGS,83 Carlisle Road  #20-05 ,1,144,Strata,2200000,15278,1419,29-Apr-14,Condominium,Freehold,2008,Resale,HDB,8,21,219648,Central Region,Kallang
